audio_path,start,end,text
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,300.640,304.520,在於負擔高重物搬運的過程中
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,304.520,306.280,可以有這個機器的輔助
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,306.280,308.560,讓他不要在工作過程當中
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,308.560,312.640,去對於他的補殼肌肉造成損傷的風險
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,312.680,313.840,OK 那所以我
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,314.840,316.680,不如科技幕群從醫療領域
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,316.680,318.840,從運動領域到幕群的工業領域
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,319.400,322.200,都有不同型態的外骨格機器人
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,322.200,324.000,目前正在進行當中
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,324.000,326.400,那也期待有機會跟各位業界
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,326.400,328.080,能夠積不合作的機會
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,328.760,330.280,OK 那主持人麻煩你 謝謝
C:\Users\JianXiangWang\PycharmProjects\ASR_test\Data\input\【智慧健康與醫療技術商談媒合會】福寶科技股份有限公司 仿生外骨骼智慧健康照護應用.mp3,330.280,331.800,我大概可以報告到這裡
