audio_path,start,end,text
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,350.600,353.160,可以做一個後續的妥善的處置
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,353.420,353.160,
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,355.160,356.000,那這是一個雲端院做的分享的模式
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,356.000,362.000,那我們覺得這個模式是蠻適合一些中小型醫院他們沒有AI開發的環境或是資源
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,362.000,367.000,那很容易透過AI分享或是來接收到我們大醫院的服務
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,367.000,372.000,就好像青梅院可以走遍各種偏鄉離島一樣
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,374.000,379.000,那使用AI的預測我們也收集到一些初步的成果都覺得還蠻不錯的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,379.000,380.100,錯的我們
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,375.000,377.940,AI的預測我們也收集到一些初步的成果
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,377.940,379.640,都覺得還蠻不錯的
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,379.640,384.340,我們觀察一些有用AI的病人跟沒有用AI的病人
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,384.340,386.740,一些指標都有改善
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,386.740,389.140,比如說死亡率有15的下降
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,389.140,390.740,半血症有些為下降等等
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,392.640,394.140,一分鐘可以嗎?謝謝
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,394.140,395.140,謝謝
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,395.140,397.940,那其他也有一些進步
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,397.940,401.240,那這整套系統我們有獲得發明專利
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,401.240,402.940,那也發表到很多論文
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,402.940,404.940,說我們的模型是經得起
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,400.000,401.280,獲得發明專利
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,401.540,406.920,那也發表到很多論文說我們的模型是經得起那個學術的考驗
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,407.420,408.960,那也獲得很多獎項
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,409.220,411.780,包含國家新創獎還有一些其他獎項
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,412.280,415.880,那也去發表在學衛發表也獲得很多的肯定
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,417.160,425.600,那我們除了這急診之外呢我也花一點時間跟各位報告
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,425.860,425.600,
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,429.940,431.900,新梅院我開發至少30類的這種個性的病人的風險預測
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,431.900,443.440,包含急診部的麻醉的麻醉風險、呼吸炸護的風險、生殖遺血的懷孕率的預測、生產病的透析的風險預測、小腰科的預測等等
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,443.440,446.240,那歡迎各位如果有興趣也可以跟我們聯絡
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,446.240,449.840,那我們也很適合當各位的一個藏醫院證的平台
C:\Users\JianXiangWang\PycharmProjects\ASR_whisper_supervised_learning\Data\input\【智慧健康與醫療技術商談媒合會】奇美醫院 智慧醫療中心 急診AI病情監控儀表板.mp3,449.840,451.100,以上報告謝謝
